rank,product_name,product_id,list_price,sale_price,discount_rate,sales_qty,order_count,review_count,rating,is_sold_out,is_ad,product_url,image_url
11,쫀~득 강원도 찰옥수수 특품 16cm 이상 /드디어 출하! / 10개 외,,16900,9900,41,2652,2652,257,,0,0,https://store.kakao.com/themenchestnut/products/750508584?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20240718103813_c7c4e8a6c2ee4814a5f8ea150178b4f7.jpg
12,대건명가 돼지국밥 630g x 6팩 (돼지/순대/얼큰),,66000,28600,57,2415,2415,1051,,0,0,https://store.kakao.com/daegeonmyeongga/products/271792137?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260612140550_3536a76e855442a0b9d943922e3dbf93.jpg
13,"[1,000원쿠폰][12+12] 애사비 500mL 제추청귤하귤/오리지널/파인애플맛 3종 (유/무라벨 랜덤발송)",,29900,15900,47,2508,2508,299,,0,0,https://store.kakao.com/wjfood/products/673526426?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260814095035_05eec96cfea142108f655c58a6161a30.jpg
14,국내산 냉장 닭다리살로 초신선 춘천닭갈비 500g 1+1,,27000,17900,34,2960,2960,1196,,0,0,https://store.kakao.com/madlefood/products/33012478?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20250609141330_49107f1a2f8b4d8da127b19e3cec71b0.png
15,"[최종혜택가 21,770원] 태안 자연산 통통 활 숫꽃게 2kg 6-10미 / 금어기 종료 21일 드디어 첫 출하!",,29900,23900,20,2402,2402,5992,,0,0,https://store.kakao.com/weple/products/84194054?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260813173319_cbc29b4e1d044b4cba3649d1bbd9518b.png
16,농심 신라면 (120g x 10입),,10530,10230,3,2432,2432,89,,0,0,https://store.kakao.com/nongshim/products/766348305?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260721132245_669c04d5a9624125b3c8d3a7cc0e7900.jpg
17,"바른피자생활 나폴리 더블치즈 피자 2개 외 골라담기(고르곤졸라, 페퍼로니, 마르게리따)",,22800,11900,48,3160,3160,776,,0,0,https://store.kakao.com/honestpizzalife/products/405770658?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20251021161736_46b9dd23ed654d21aee1fc35fe9a6441.jpg
18,[김 함량 37.5%]권서방 100%돌김자반 40g X 10봉 국산 서남해안 바다 생산,,29900,10900,64,2242,2242,584,,0,0,https://store.kakao.com/whfoodmarket/products/705740199?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260311193849_b48ed18f2c81447f8392d8ecc6ed4365.jpg
19,(농할) 국내산 영암 무화과1kg(12-18과 내외) / 입에서 사르르 녹는 달콤함! / 17일(월)~ 순차출고,,24900,16900,32,2213,2213,173,,0,0,https://store.kakao.com/sjroad/products/395808340?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20250814141203_ab3eb4396ec44ca7b45ab3a4b5e28c5c.jpg
20,(농할) 국내산 26년 햇 수확 나주 원황배 5kg,,32900,19800,40,2067,2067,218,,0,0,https://store.kakao.com/jangbonam/products/178824730?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260811174220_5c6e443b3e9a45b495faa059fe53b64e.jpg
21,[누적구매 10만] [청정원] 스파게티소스 600g 3개 + 파우치 소스 1개,,30300,14600,52,1919,1919,8660,,0,0,https://store.kakao.com/daesang/products/67547591?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260814084647_5fc0c8e6172248668446e291a4617b02.png
22,[더신선] 48시간 구워 쫄깃한 구운란 30구 대란 / 쫄깃 탱글한 식감,,15900,12900,19,1873,1873,12,,0,0,https://store.kakao.com/weple/products/772600696?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260813163946_50999af7107c4c2684223c6f4b4a114c.png
23,(농할) [26년산 햅쌀] 푸드앤픽 백미 10kg 맛있는쌀,,39900,34900,13,1867,1867,,,0,0,https://store.kakao.com/foodandpick/products/769347372?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260818132609_13bc8356e0b144d8bdac218c6567d79b.jpg
24,[대구 10미/대용량] 40년 전동 대구 10미 명물 더 통통한 납작만두 대용량 700g + 700g,,20900,11900,43,1767,1767,484,,0,0,https://store.kakao.com/yoloburo/products/564075953?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20250623111638_50ab5a900b524ed488ad4beb237a508f.jpg
25,"""전국에서 줄 서서 먹는"" 감자밭 오리지널 감자빵 120g * 10개입",,33000,30900,6,1633,1633,4002,,0,0,https://store.kakao.com/gamzabatt/products/99477001?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260819083120_9edba7e96b8d41e2b1a75805c3781824.jpg
26,[대구 10미] 진짜 오리지날 대구!! 생 달구벌 막창 대용량 1KG (약 5인분 구성),,20900,12900,38,1680,1680,519,,0,0,https://store.kakao.com/yoloburo/products/680882455?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260121132228_c389d54dee144353a3e89beebedb0412.jpg
27,국내산 고당도 말랑이 황도 딱딱이 복숭아 3kg(12~14입) 외,,36900,27900,24,1571,1571,169,,0,0,https://store.kakao.com/bosung/products/767795747?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260804084949_00cb51d26f8e41a194d7a7d2118ad4b9.jpg
28,[대용량 10인분!!] 26년전통 냉면장인의 함흥냉면 10인분,,25900,12900,50,1815,1815,701,,0,0,https://store.kakao.com/ham00/products/480859644?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20250113105212_afd89bceedad467b8aa4f7ac4d53bfde.jpg
29,[프리본] 2025년 수확한 개별급속동결 A등급 미국산 세척 블루베리 1kg x 2봉/4봉,,33800,21900,35,1449,1449,4001,,0,0,https://store.kakao.com/prebonmall/products/347217859?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20240306124357_5e04dac966e64dc7964f649a991183ff.jpg
30,(농할) 국내산 쌀명당 백진주 상등급 10kg,,38900,35900,8,1298,1298,13,,0,0,https://store.kakao.com/ssalmdstore/products/675418183?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260109152310_8627e4f6ae104c7b97b28ac11ccc15d7.jpg
