rank,product_name,product_id,list_price,sale_price,discount_rate,sales_qty,order_count,review_count,rating,is_sold_out,is_ad,product_url,image_url
11,[600g + 600g] 국대 숙성 쪽갈비 오븐구이 푸짐한 600g X 2팩 구성!,,40900,16900,59,4045,4045,661,,0,0,https://store.kakao.com/yoloburo/products/716229745?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260402102103_78327adbe54746d5b91f3220f2a6124a.jpg
12,[전라도 청년] 100% 저온압착 통참깨 천년참기름 350ml+350ml 외,,25900,12900,50,4466,4466,4584,,0,0,https://store.kakao.com/jeollayouth/products/286699019?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260806153913_65bc734302034cb88ab6f0c01179b5de.jpg
13,(농할)국내산 생 삼겹살 600g[사은품증정](한돈!품질보장!무료반품!),,25900,16900,35,4945,4945,7167,,0,0,https://store.kakao.com/donpang/products/70685934?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20250922085330_f056b4b4217242d98a28534ad13adca5.jpg
14,[350ml+350ml] 저온압착 통참깨100% 참기름 외 들기름,,23900,12900,46,3799,3799,948,,0,0,https://store.kakao.com/naturemeet/products/520052939?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260630101030_e52782b5e75f42e1ab9af619a66aebeb.jpg
15,(농할)제주 고당도 하우스감귤 2kg 로얄과 (2개구매시 4.5kg 발송),,22900,18900,17,5497,5497,1064,,0,0,https://store.kakao.com/ggeebbbii/products/61292685?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260706161721_58beeaa97e6b4eecbcd11507d0ea7fe4.png
16,(농할) 국내산 만생종 자색양파 5kg(상) 농가직송,,8900,6900,22,3280,3280,146,,0,0,https://store.kakao.com/iksanmall/products/748356610?area=stca,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
17,풀무원 워터루틴 무라벨 생수 2L 30병 외 곡물차,,40000,12900,68,3582,3582,521,,0,0,https://store.kakao.com/pulmuonebynatur/products/374887010?area=stca,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
18,(농할) 더프레시 25년 밥맛좋은 새청무 10kg 특등급.,,37900,34500,9,2875,2875,33,,0,0,https://store.kakao.com/thefresh/products/652167707?area=stca,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
19,[정관장] 에너지 활기력샷_(20ml x 3병)_NEW,,10500,3500,67,15000,15000,220,,0,0,https://store.kakao.com/kgcmall/products/408709152?area=stca,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
20,(농할) 국내산 1등급 한우 등심 500g / 한우 암소 등심,,39900,34900,13,4782,4782,125,,0,0,https://store.kakao.com/weple/products/761650995?area=stca,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
