rank,product_name,product_id,list_price,sale_price,discount_rate,sales_qty,order_count,review_count,rating,is_sold_out,is_ad,product_url,image_url
21,[연육함량 85%] 밀가루 없는!! 연육 85% 이상 ! !프리미엄 국가대표 모듬 어묵탕 X 5팩 외,,20900,12900,38,2822,2822,625,,0,0,https://store.kakao.com/yoloburo/products/692159880?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260210163545_5d616026906841919dfb883080a371c3.jpg
22,단한번 착유로 고소한 통깨100% 금방아 참기름 350ml + 350ml,,19900,12900,35,3078,3078,1160,,0,0,https://store.kakao.com/sunsunara/products/561715714?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20251205184335_3eb9b2cd761b4131baab66c05e1cb350.jpg
23,쫀~득 강원도 찰옥수수 특품 16cm 이내 /드디어 출하! / 10개 외,,16900,9900,41,2724,2724,291,,0,0,https://store.kakao.com/themenchestnut/products/750508584?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20240718103813_c7c4e8a6c2ee4814a5f8ea150178b4f7.jpg
24,(농할) 농협안심한우 국내산 1등급 암소 한우 등심 250g X 2팩,,49900,37400,25,3304,3304,,,0,0,https://store.kakao.com/sjroad/products/533914683?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260820110424_ca18a181b7334876b778b1aa239ebc79.jpg
25,프링글스 신제품 출시! 3+3+3 골라담기+프링글스 트레이 증정,,34500,16900,51,2509,2509,8347,,0,0,https://store.kakao.com/kelloggs/products/70285534?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260819115945_a018037eb455418aa51a1afabadefa46.jpg
26,장순필 가마솥육개장(육개탕) 600g* 4봉외 특가상품,,19900,12900,35,2826,2826,11,,0,0,https://store.kakao.com/soonfeel/products/769514443?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260803155408_1afc71fae99b488e9c13fae25f21f40e.png
27,(농할) 국내산 영암 무화과1kg(12-18과 내외) / 입에서 사르르 녹는 달콤함! / 17일(월)~ 순차출고,,24900,16900,32,2517,2517,200,,0,0,https://store.kakao.com/sjroad/products/395808340?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20250814141203_ab3eb4396ec44ca7b45ab3a4b5e28c5c.jpg
28,[11+1 보너스팩] 해태 홈런볼 초코 348g 외 인기 스낵모음,,15500,11900,23,2536,2536,402,,0,0,https://store.kakao.com/htmall11/products/178738288?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260818151814_e95d8d71f2b9416caa8b89b41a367f36.jpg
29,(농할) [26년산 햅쌀] 푸드앤픽 백미 10kg 맛있는쌀,,39900,34900,13,2231,2231,38,,0,0,https://store.kakao.com/foodandpick/products/769347372?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260818132609_13bc8356e0b144d8bdac218c6567d79b.jpg
30,(농할) 국내산 26년 햇 수확 나주 원황배 5kg,,32900,19800,40,2281,2281,268,,0,0,https://store.kakao.com/jangbonam/products/178824730?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260811174220_5c6e443b3e9a45b495faa059fe53b64e.jpg
