rank,product_name,product_id,list_price,sale_price,discount_rate,sales_qty,order_count,review_count,rating,is_sold_out,is_ad,product_url,image_url
11,[전라도 청년] (농할) 국내산 무항생제 난각번호 1번 자연방사 유정란 20구,,20000,12900,36,4487,4487,285,,0,0,https://store.kakao.com/jeollayouth/products/394588599?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20240715115556_c8b5806038bb4b368bbed605d18c21fc.jpg
12,(농할) 더프레시 25년 밥맛좋은 새청무 10kg 특등급.,,37900,34500,9,2997,2997,34,,0,0,https://store.kakao.com/thefresh/products/652167707?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20250414151212_9206976526064ef885f65c74023d92f9.jpg
13,(농할) 국내산 1등급 한우 등심 500g / 한우 암소 등심,,39900,34900,13,4805,4805,126,,0,0,https://store.kakao.com/weple/products/761650995?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260714114329_19954584075f49449715af552f68195b.png
14,[대한민국농수산] 진도 활 전복 1kg 사이즈별 옵션(5미 7미 9미 11미) 전복칼 증정,,28900,19900,31,3382,3382,29,,0,0,https://store.kakao.com/koreasusan/products/707483467?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260316112959_a0ade05d7b4148f3b61db621823e501e.jpg
15,(농할) 의성 말랑이 황도 복숭아 2kg (8과내) 외,,19900,15900,20,2683,2683,1910,,0,0,https://store.kakao.com/naturemeet/products/65893498?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20250716152759_bdf3cf69f865440e9ff312110f9cc6bd.jpg
16,"두꺼운 무조미 구운 김밥김 넙도김(26gx5봉,장관상 수상 프리미엄 김)외~",,19500,14800,24,2753,2753,1520,,0,0,https://store.kakao.com/yujinsusan/products/139332092?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20220727151903_6203ff5eb13046308997ac67db0c7124.jpg
17,햇 사과 홍로 소과 정품 1.5kg 산지직송,,30000,10900,64,3068,3068,6420,,0,0,https://store.kakao.com/yjms/products/172818083?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260810144814_47d69758099847d9a5ef81ef18f062e1.jpg
18,소문난오부자 재래도시락김 54봉/,,20900,17900,14,2722,2722,9327,,0,0,https://store.kakao.com/sbjmall/products/68187248?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20240808134644_cd462e4b4ecf4f34b26216bceee26df9.jpg
19,(농할) 전남 홍무화과 1kg 10-18입 내외,,20900,17900,14,2609,2609,185,,0,0,https://store.kakao.com/eatpisode/products/586634522?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260728110810_81c7364291224277b513d9ff7a529ed5.png
20,(농할)1등급 한돈 찌개용 모듬 고기 냉장 1kg + 1kg,,19900,18900,5,2688,2688,35,,0,0,https://store.kakao.com/3bgogi/products/478042388?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20250108094700_9d729560c1a64d3f8b017d4054c49a2a.jpg
21,(농할) 제주 고당도 하우스감귤 2.5kg 소과,,22900,19500,15,2434,2434,5850,,0,0,https://store.kakao.com/ggeebbbii/products/10691883?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260708171930_ff83408c3af64db7b441d46f7f50c895.png
22,"동원샘물 무라벨 2L x 12개 / 500ml / 300ml / 1.1L 생수,음료 모음",,12000,6500,46,2919,2919,3,,0,0,https://store.kakao.com/dongwonfnb/products/61108195?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260807143053_f031fd617b5b48c6b3f89d845b4cbba6.jpg
23,(농할) 국내산 1등급 한우 국거리 300g 대구축산농협,,19900,11900,40,2850,2850,97,,0,0,https://store.kakao.com/nh803mall/products/306732311?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260803090856_e9009637135246a3a1473a6b1639158d.png
24,"(농할) 최종쿠폰가 12,850원!! 국내산 영암 홍무화과 생과 1kg 외 산지직송 무화과",,37900,16900,55,2192,2192,218,,0,0,https://store.kakao.com/greenbean/products/112197060?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260721160754_06f4a3103448401797f255c6043fe2de.jpg
25,제스프리 점보 골드키위 1.4kg (동일옵션 2개 구매시 2알&피규어 덤),,30900,13900,55,3290,3290,8700,,0,0,https://store.kakao.com/matzell/products/95601965?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260721150935_e449c97a172445cbb9914e2158a57a7e.jpg
26,[10개 X 4팩 = 40개입] 연육함량 80% 프리미엄 꼬치어묵 팔공어묵 10개입 + 가쓰오소스 X 4팩 세트.,,20900,11900,43,3277,3277,187,,0,0,https://store.kakao.com/yoloburo/products/722470225?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20251217164844_088a68b7e10840faa4a540e721848eb8.jpg
27,(농할) 강원 밤호박 2kg 4-7과 로얄과,,12900,7900,39,2118,2118,218,,0,0,https://store.kakao.com/eatpisode/products/575639896?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260706113251_7a43569a58dc4260913f62b5e04c7122.png
28,"(농할) 국내산 머스크 고당도 곡성메론, 4kg (2입)",,28900,19800,31,2296,2296,150,,0,0,https://store.kakao.com/todaybrix/products/720965198?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260410092537_bb44db9e508f4d12a220886432b4f4d9.jpg
29,쫀~득 강원도 찰옥수수 특품 16cm 이상 /드디어 출하! / 10개 외,,16900,9900,41,2047,2047,179,,0,0,https://store.kakao.com/themenchestnut/products/750508584?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20240718103813_c7c4e8a6c2ee4814a5f8ea150178b4f7.jpg
30,[산지명인] 국내산 손질 고등어 110g 내외 x 10팩 개별 진공포장,,24100,16900,30,2031,2031,21,,0,0,https://store.kakao.com/sjmi/products/537660883?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20251205133243_499e0eafdb72409abea2bbde86862f5e.jpg
