rank,product_name,product_id,list_price,sale_price,discount_rate,sales_qty,order_count,review_count,rating,is_sold_out,is_ad,product_url,image_url
14,대건명가 돼지국밥 630g x 6팩 (돼지/순대/얼큰),,66000,28600,57,2604,2604,1066,,0,0,https://store.kakao.com/daegeonmyeongga/products/271792137?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260612140550_3536a76e855442a0b9d943922e3dbf93.jpg
15,국내산 냉장 닭다리살로 초신선 춘천닭갈비 500g 1+1,,27000,17900,34,3163,3163,1211,,0,0,https://store.kakao.com/madlefood/products/33012478?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20250609141330_49107f1a2f8b4d8da127b19e3cec71b0.png
16,쫀~득 강원도 찰옥수수 특품 16cm 이상 /드디어 출하! / 10개 외,,16900,9900,41,2672,2672,272,,0,0,https://store.kakao.com/themenchestnut/products/750508584?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20240718103813_c7c4e8a6c2ee4814a5f8ea150178b4f7.jpg
17,농심 신라면 (120g x 10입),,10530,10230,3,2502,2502,114,,0,0,https://store.kakao.com/nongshim/products/766348305?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260721132245_669c04d5a9624125b3c8d3a7cc0e7900.jpg
18,(농할) 국내산 영암 무화과1kg(12-18과 내외) / 입에서 사르르 녹는 달콤함! / 17일(월)~ 순차출고,,24900,16900,32,2277,2277,184,,0,0,https://store.kakao.com/sjroad/products/395808340?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20250814141203_ab3eb4396ec44ca7b45ab3a4b5e28c5c.jpg
19,[프리본] 2025년 수확한 개별급속동결 A등급 미국산 세척 블루베리 1kg x 2봉/4봉,,33800,21900,35,2115,2115,4001,,0,0,https://store.kakao.com/prebonmall/products/347217859?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20240306124357_5e04dac966e64dc7964f649a991183ff.jpg
20,(농할)국내산 1등급한우 HC한우마을 육회200g 2인분 외 로스모음 선택 1,,29900,9900,67,3688,3688,4171,,0,0,https://store.kakao.com/hanukorea01/products/71499291?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20250203095523_d85caf84bedd49878bc681e06477850c.jpg
21,(농할) [26년산 햅쌀] 푸드앤픽 백미 10kg 맛있는쌀,,39900,34900,13,2050,2050,24,,0,0,https://store.kakao.com/foodandpick/products/769347372?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260818132609_13bc8356e0b144d8bdac218c6567d79b.jpg
22,"[식빵 증정] 널담 고단백 저당 베이글/바게트/포카치아 5+5, 총 10개 골라담기 단백질 22g 이상 식단빵",,34900,14700,58,2249,2249,1392,,0,0,https://store.kakao.com/nuldam/products/49856632?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260813165417_f43d343b18f7498c8423bd2a0807a420.jpg
23,(농할) 국내산 26년 햇 수확 나주 원황배 5kg,,32900,19800,40,2114,2114,235,,0,0,https://store.kakao.com/jangbonam/products/178824730?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260811174220_5c6e443b3e9a45b495faa059fe53b64e.jpg
24,[미식상회] 재구매 많은 이유 있는 맛! 100% 통참깨 저온압착 참기름/들기름,,21900,11900,46,2100,2100,1,,0,0,https://store.kakao.com/misic/products/64585397?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260710104306_9a1caeeb7c934a028522be82426d8af2.jpg
25,[대구 10미/대용량] 40년 전동 대구 10미 명물 더 통통한 납작만두 대용량 700g + 700g,,20900,11900,43,1920,1920,496,,0,0,https://store.kakao.com/yoloburo/products/564075953?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20250623111638_50ab5a900b524ed488ad4beb237a508f.jpg
26,정성가득! 한입가득! 쫀득한 쑥두텁떡 30개(총 1.8kg),,49900,12900,74,1836,1836,3465,,0,0,https://store.kakao.com/ham00/products/331279714?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20240117132804_86446791c0c94f1ca361a6a87efcb43e.jpg
27,[득근파티] 촉촉 부드러운 통살 스팀닭가슴살 18팩 6가지맛,,27800,23900,14,1860,1860,4265,,0,0,https://store.kakao.com/dgparty/products/346289090?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260803141836_7dd4b89bd57c4cfa8cfdcfe710c6b41a.jpg
28,"""전국에서 줄 서서 먹는"" 감자밭 오리지널 감자빵 120g * 10개입",,33000,30900,6,1694,1694,4012,,0,0,https://store.kakao.com/gamzabatt/products/99477001?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260819083120_9edba7e96b8d41e2b1a75805c3781824.jpg
29,국내산 고당도 말랑이 황도 딱딱이 복숭아 3kg(12~14입) 외,,36900,27900,24,1630,1630,188,,0,0,https://store.kakao.com/bosung/products/767795747?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260804084949_00cb51d26f8e41a194d7a7d2118ad4b9.jpg
30,폰타나 파스타소스 토마토/크림/오일 3병(+파스타면&파우치소스 증정),,29900,14900,50,1629,1629,5699,,0,0,https://store.kakao.com/fontana1/products/129944832?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260820125936_c8cc2b8f586b4c0e86bd148ed566767b.jpg
