rank,product_name,product_id,list_price,sale_price,discount_rate,sales_qty,order_count,review_count,rating,is_sold_out,is_ad,product_url,image_url
14,농심 신라면 1개입,gma1014,12900,11610,10,,,4666,4.1,0,0,https://example.com/gmarket_processed/1014,"data:image/svg+xml;utf8,%3Csvg%20xmlns%3D%27http%3A//www.w3.org/2000/svg%27%20width%3D%27300%27%20height%3D%27300%27%3E%3Cdefs%3E%3ClinearGradient%20id%3D%27g%27%20x1%3D%270%27%20y1%3D%270%27%20x2%3D%271%27%20y2%3D%271%27%3E%3Cstop%20offset%3D%270%27%20stop-color%3D%27%23eafde8%27/%3E%3Cstop%20offset%3D%271%27%20stop-color%3D%27%23b4e8ae%27/%3E%3C/linearGradient%3E%3C/defs%3E%3Crect%20width%3D%27300%27%20height%3D%27300%27%20fill%3D%27url%28%23g%29%27/%3E%3Ctext%20x%3D%27150%27%20y%3D%27160%27%20font-size%3D%27110%27%20text-anchor%3D%27middle%27%3E%F0%9F%8D%9C%3C/text%3E%3C/svg%3E"
15,곰표 밀가루 10kg,gma1015,9900,4950,50,,,4781,4.5,0,0,https://example.com/gmarket_processed/1015,"data:image/svg+xml;utf8,%3Csvg%20xmlns%3D%27http%3A//www.w3.org/2000/svg%27%20width%3D%27300%27%20height%3D%27300%27%3E%3Cdefs%3E%3ClinearGradient%20id%3D%27g%27%20x1%3D%270%27%20y1%3D%270%27%20x2%3D%271%27%20y2%3D%271%27%3E%3Cstop%20offset%3D%270%27%20stop-color%3D%27%23fdf6e8%27/%3E%3Cstop%20offset%3D%271%27%20stop-color%3D%27%23f5d9a9%27/%3E%3C/linearGradient%3E%3C/defs%3E%3Crect%20width%3D%27300%27%20height%3D%27300%27%20fill%3D%27url%28%23g%29%27/%3E%3Ctext%20x%3D%27150%27%20y%3D%27160%27%20font-size%3D%27110%27%20text-anchor%3D%27middle%27%3E%F0%9F%8C%BE%3C/text%3E%3C/svg%3E"
16,참치캔 3호,gma1016,39000,35100,10,,,2573,4.1,0,0,https://example.com/gmarket_processed/1016,"data:image/svg+xml;utf8,%3Csvg%20xmlns%3D%27http%3A//www.w3.org/2000/svg%27%20width%3D%27300%27%20height%3D%27300%27%3E%3Cdefs%3E%3ClinearGradient%20id%3D%27g%27%20x1%3D%270%27%20y1%3D%270%27%20x2%3D%271%27%20y2%3D%271%27%3E%3Cstop%20offset%3D%270%27%20stop-color%3D%27%23f3e8fd%27/%3E%3Cstop%20offset%3D%271%27%20stop-color%3D%27%23d4b4f8%27/%3E%3C/linearGradient%3E%3C/defs%3E%3Crect%20width%3D%27300%27%20height%3D%27300%27%20fill%3D%27url%28%23g%29%27/%3E%3Ctext%20x%3D%27150%27%20y%3D%27160%27%20font-size%3D%27110%27%20text-anchor%3D%27middle%27%3E%F0%9F%90%9F%3C/text%3E%3C/svg%3E"
17,오뚜기 진라면 5개입,gma1017,19900,16920,15,,,594,3.8,0,0,https://example.com/gmarket_processed/1017,"data:image/svg+xml;utf8,%3Csvg%20xmlns%3D%27http%3A//www.w3.org/2000/svg%27%20width%3D%27300%27%20height%3D%27300%27%3E%3Cdefs%3E%3ClinearGradient%20id%3D%27g%27%20x1%3D%270%27%20y1%3D%270%27%20x2%3D%271%27%20y2%3D%271%27%3E%3Cstop%20offset%3D%270%27%20stop-color%3D%27%23e8fdf8%27/%3E%3Cstop%20offset%3D%271%27%20stop-color%3D%27%23a9f5dd%27/%3E%3C/linearGradient%3E%3C/defs%3E%3Crect%20width%3D%27300%27%20height%3D%27300%27%20fill%3D%27url%28%23g%29%27/%3E%3Ctext%20x%3D%27150%27%20y%3D%27160%27%20font-size%3D%27110%27%20text-anchor%3D%27middle%27%3E%F0%9F%8D%9C%3C/text%3E%3C/svg%3E"
18,햇반 10개,gma1018,12900,12900,,,,4144,4.1,0,0,https://example.com/gmarket_processed/1018,"data:image/svg+xml;utf8,%3Csvg%20xmlns%3D%27http%3A//www.w3.org/2000/svg%27%20width%3D%27300%27%20height%3D%27300%27%3E%3Cdefs%3E%3ClinearGradient%20id%3D%27g%27%20x1%3D%270%27%20y1%3D%270%27%20x2%3D%271%27%20y2%3D%271%27%3E%3Cstop%20offset%3D%270%27%20stop-color%3D%27%23fde8e8%27/%3E%3Cstop%20offset%3D%271%27%20stop-color%3D%27%23f8b4b4%27/%3E%3C/linearGradient%3E%3C/defs%3E%3Crect%20width%3D%27300%27%20height%3D%27300%27%20fill%3D%27url%28%23g%29%27/%3E%3Ctext%20x%3D%27150%27%20y%3D%27160%27%20font-size%3D%27110%27%20text-anchor%3D%27middle%27%3E%F0%9F%8D%9A%3C/text%3E%3C/svg%3E"
19,스팸 클래식 3호,gma1019,12900,11610,10,,,1292,4.3,0,0,https://example.com/gmarket_processed/1019,"data:image/svg+xml;utf8,%3Csvg%20xmlns%3D%27http%3A//www.w3.org/2000/svg%27%20width%3D%27300%27%20height%3D%27300%27%3E%3Cdefs%3E%3ClinearGradient%20id%3D%27g%27%20x1%3D%270%27%20y1%3D%270%27%20x2%3D%271%27%20y2%3D%271%27%3E%3Cstop%20offset%3D%270%27%20stop-color%3D%27%23e8f3fd%27/%3E%3Cstop%20offset%3D%271%27%20stop-color%3D%27%23a9d0f5%27/%3E%3C/linearGradient%3E%3C/defs%3E%3Crect%20width%3D%27300%27%20height%3D%27300%27%20fill%3D%27url%28%23g%29%27/%3E%3Ctext%20x%3D%27150%27%20y%3D%27160%27%20font-size%3D%27110%27%20text-anchor%3D%27middle%27%3E%F0%9F%A5%AB%3C/text%3E%3C/svg%3E"
20,비비고 만두 10봉,gma1020,39000,19500,50,,,4333,3.8,0,0,https://example.com/gmarket_processed/1020,"data:image/svg+xml;utf8,%3Csvg%20xmlns%3D%27http%3A//www.w3.org/2000/svg%27%20width%3D%27300%27%20height%3D%27300%27%3E%3Cdefs%3E%3ClinearGradient%20id%3D%27g%27%20x1%3D%270%27%20y1%3D%270%27%20x2%3D%271%27%20y2%3D%271%27%3E%3Cstop%20offset%3D%270%27%20stop-color%3D%27%23eafde8%27/%3E%3Cstop%20offset%3D%271%27%20stop-color%3D%27%23b4e8ae%27/%3E%3C/linearGradient%3E%3C/defs%3E%3Crect%20width%3D%27300%27%20height%3D%27300%27%20fill%3D%27url%28%23g%29%27/%3E%3Ctext%20x%3D%27150%27%20y%3D%27160%27%20font-size%3D%27110%27%20text-anchor%3D%27middle%27%3E%F0%9F%A5%9F%3C/text%3E%3C/svg%3E"
21,코카콜라 1000ml x24,gma1021,39000,39000,,,,1100,4.1,0,0,https://example.com/gmarket_processed/1021,"data:image/svg+xml;utf8,%3Csvg%20xmlns%3D%27http%3A//www.w3.org/2000/svg%27%20width%3D%27300%27%20height%3D%27300%27%3E%3Cdefs%3E%3ClinearGradient%20id%3D%27g%27%20x1%3D%270%27%20y1%3D%270%27%20x2%3D%271%27%20y2%3D%271%27%3E%3Cstop%20offset%3D%270%27%20stop-color%3D%27%23fdf6e8%27/%3E%3Cstop%20offset%3D%271%27%20stop-color%3D%27%23f5d9a9%27/%3E%3C/linearGradient%3E%3C/defs%3E%3Crect%20width%3D%27300%27%20height%3D%27300%27%20fill%3D%27url%28%23g%29%27/%3E%3Ctext%20x%3D%27150%27%20y%3D%27160%27%20font-size%3D%27110%27%20text-anchor%3D%27middle%27%3E%F0%9F%A5%A4%3C/text%3E%3C/svg%3E"
22,농심 신라면 1개입,gma1022,19900,16920,15,,,1725,4.7,0,0,https://example.com/gmarket_processed/1022,"data:image/svg+xml;utf8,%3Csvg%20xmlns%3D%27http%3A//www.w3.org/2000/svg%27%20width%3D%27300%27%20height%3D%27300%27%3E%3Cdefs%3E%3ClinearGradient%20id%3D%27g%27%20x1%3D%270%27%20y1%3D%270%27%20x2%3D%271%27%20y2%3D%271%27%3E%3Cstop%20offset%3D%270%27%20stop-color%3D%27%23f3e8fd%27/%3E%3Cstop%20offset%3D%271%27%20stop-color%3D%27%23d4b4f8%27/%3E%3C/linearGradient%3E%3C/defs%3E%3Crect%20width%3D%27300%27%20height%3D%27300%27%20fill%3D%27url%28%23g%29%27/%3E%3Ctext%20x%3D%27150%27%20y%3D%27160%27%20font-size%3D%27110%27%20text-anchor%3D%27middle%27%3E%F0%9F%8D%9C%3C/text%3E%3C/svg%3E"
23,곰표 밀가루 2kg,gma1023,39000,23400,40,,,416,3.9,0,0,https://example.com/gmarket_processed/1023,"data:image/svg+xml;utf8,%3Csvg%20xmlns%3D%27http%3A//www.w3.org/2000/svg%27%20width%3D%27300%27%20height%3D%27300%27%3E%3Cdefs%3E%3ClinearGradient%20id%3D%27g%27%20x1%3D%270%27%20y1%3D%270%27%20x2%3D%271%27%20y2%3D%271%27%3E%3Cstop%20offset%3D%270%27%20stop-color%3D%27%23e8fdf8%27/%3E%3Cstop%20offset%3D%271%27%20stop-color%3D%27%23a9f5dd%27/%3E%3C/linearGradient%3E%3C/defs%3E%3Crect%20width%3D%27300%27%20height%3D%27300%27%20fill%3D%27url%28%23g%29%27/%3E%3Ctext%20x%3D%27150%27%20y%3D%27160%27%20font-size%3D%27110%27%20text-anchor%3D%27middle%27%3E%F0%9F%8C%BE%3C/text%3E%3C/svg%3E"
24,참치캔 5호,gma1024,39000,39000,,,,1071,4.6,1,0,https://example.com/gmarket_processed/1024,"data:image/svg+xml;utf8,%3Csvg%20xmlns%3D%27http%3A//www.w3.org/2000/svg%27%20width%3D%27300%27%20height%3D%27300%27%3E%3Cdefs%3E%3ClinearGradient%20id%3D%27g%27%20x1%3D%270%27%20y1%3D%270%27%20x2%3D%271%27%20y2%3D%271%27%3E%3Cstop%20offset%3D%270%27%20stop-color%3D%27%23fde8e8%27/%3E%3Cstop%20offset%3D%271%27%20stop-color%3D%27%23f8b4b4%27/%3E%3C/linearGradient%3E%3C/defs%3E%3Crect%20width%3D%27300%27%20height%3D%27300%27%20fill%3D%27url%28%23g%29%27/%3E%3Ctext%20x%3D%27150%27%20y%3D%27160%27%20font-size%3D%27110%27%20text-anchor%3D%27middle%27%3E%F0%9F%90%9F%3C/text%3E%3C/svg%3E"
25,오뚜기 진라면 3개입,gma1025,19900,13930,30,,,3503,4.5,0,0,https://example.com/gmarket_processed/1025,"data:image/svg+xml;utf8,%3Csvg%20xmlns%3D%27http%3A//www.w3.org/2000/svg%27%20width%3D%27300%27%20height%3D%27300%27%3E%3Cdefs%3E%3ClinearGradient%20id%3D%27g%27%20x1%3D%270%27%20y1%3D%270%27%20x2%3D%271%27%20y2%3D%271%27%3E%3Cstop%20offset%3D%270%27%20stop-color%3D%27%23e8f3fd%27/%3E%3Cstop%20offset%3D%271%27%20stop-color%3D%27%23a9d0f5%27/%3E%3C/linearGradient%3E%3C/defs%3E%3Crect%20width%3D%27300%27%20height%3D%27300%27%20fill%3D%27url%28%23g%29%27/%3E%3Ctext%20x%3D%27150%27%20y%3D%27160%27%20font-size%3D%27110%27%20text-anchor%3D%27middle%27%3E%F0%9F%8D%9C%3C/text%3E%3C/svg%3E"
26,햇반 1개,gma1026,12900,12260,5,,,3024,4.5,0,0,https://example.com/gmarket_processed/1026,"data:image/svg+xml;utf8,%3Csvg%20xmlns%3D%27http%3A//www.w3.org/2000/svg%27%20width%3D%27300%27%20height%3D%27300%27%3E%3Cdefs%3E%3ClinearGradient%20id%3D%27g%27%20x1%3D%270%27%20y1%3D%270%27%20x2%3D%271%27%20y2%3D%271%27%3E%3Cstop%20offset%3D%270%27%20stop-color%3D%27%23eafde8%27/%3E%3Cstop%20offset%3D%271%27%20stop-color%3D%27%23b4e8ae%27/%3E%3C/linearGradient%3E%3C/defs%3E%3Crect%20width%3D%27300%27%20height%3D%27300%27%20fill%3D%27url%28%23g%29%27/%3E%3Ctext%20x%3D%27150%27%20y%3D%27160%27%20font-size%3D%27110%27%20text-anchor%3D%27middle%27%3E%F0%9F%8D%9A%3C/text%3E%3C/svg%3E"
27,스팸 클래식 2호,gma1027,79000,75050,5,,,2987,4.9,1,0,https://example.com/gmarket_processed/1027,"data:image/svg+xml;utf8,%3Csvg%20xmlns%3D%27http%3A//www.w3.org/2000/svg%27%20width%3D%27300%27%20height%3D%27300%27%3E%3Cdefs%3E%3ClinearGradient%20id%3D%27g%27%20x1%3D%270%27%20y1%3D%270%27%20x2%3D%271%27%20y2%3D%271%27%3E%3Cstop%20offset%3D%270%27%20stop-color%3D%27%23fdf6e8%27/%3E%3Cstop%20offset%3D%271%27%20stop-color%3D%27%23f5d9a9%27/%3E%3C/linearGradient%3E%3C/defs%3E%3Crect%20width%3D%27300%27%20height%3D%27300%27%20fill%3D%27url%28%23g%29%27/%3E%3Ctext%20x%3D%27150%27%20y%3D%27160%27%20font-size%3D%27110%27%20text-anchor%3D%27middle%27%3E%F0%9F%A5%AB%3C/text%3E%3C/svg%3E"
28,비비고 만두 1000봉,gma1028,9900,7920,20,,,2044,4.6,0,0,https://example.com/gmarket_processed/1028,"data:image/svg+xml;utf8,%3Csvg%20xmlns%3D%27http%3A//www.w3.org/2000/svg%27%20width%3D%27300%27%20height%3D%27300%27%3E%3Cdefs%3E%3ClinearGradient%20id%3D%27g%27%20x1%3D%270%27%20y1%3D%270%27%20x2%3D%271%27%20y2%3D%271%27%3E%3Cstop%20offset%3D%270%27%20stop-color%3D%27%23f3e8fd%27/%3E%3Cstop%20offset%3D%271%27%20stop-color%3D%27%23d4b4f8%27/%3E%3C/linearGradient%3E%3C/defs%3E%3Crect%20width%3D%27300%27%20height%3D%27300%27%20fill%3D%27url%28%23g%29%27/%3E%3Ctext%20x%3D%27150%27%20y%3D%27160%27%20font-size%3D%27110%27%20text-anchor%3D%27middle%27%3E%F0%9F%A5%9F%3C/text%3E%3C/svg%3E"
29,코카콜라 3ml x24,gma1029,79000,39500,50,,,1939,4.8,0,0,https://example.com/gmarket_processed/1029,"data:image/svg+xml;utf8,%3Csvg%20xmlns%3D%27http%3A//www.w3.org/2000/svg%27%20width%3D%27300%27%20height%3D%27300%27%3E%3Cdefs%3E%3ClinearGradient%20id%3D%27g%27%20x1%3D%270%27%20y1%3D%270%27%20x2%3D%271%27%20y2%3D%271%27%3E%3Cstop%20offset%3D%270%27%20stop-color%3D%27%23e8fdf8%27/%3E%3Cstop%20offset%3D%271%27%20stop-color%3D%27%23a9f5dd%27/%3E%3C/linearGradient%3E%3C/defs%3E%3Crect%20width%3D%27300%27%20height%3D%27300%27%20fill%3D%27url%28%23g%29%27/%3E%3Ctext%20x%3D%27150%27%20y%3D%27160%27%20font-size%3D%27110%27%20text-anchor%3D%27middle%27%3E%F0%9F%A5%A4%3C/text%3E%3C/svg%3E"
30,농심 신라면 1000개입,gma1030,19900,14920,25,,,2721,4.7,1,0,https://example.com/gmarket_processed/1030,"data:image/svg+xml;utf8,%3Csvg%20xmlns%3D%27http%3A//www.w3.org/2000/svg%27%20width%3D%27300%27%20height%3D%27300%27%3E%3Cdefs%3E%3ClinearGradient%20id%3D%27g%27%20x1%3D%270%27%20y1%3D%270%27%20x2%3D%271%27%20y2%3D%271%27%3E%3Cstop%20offset%3D%270%27%20stop-color%3D%27%23fde8e8%27/%3E%3Cstop%20offset%3D%271%27%20stop-color%3D%27%23f8b4b4%27/%3E%3C/linearGradient%3E%3C/defs%3E%3Crect%20width%3D%27300%27%20height%3D%27300%27%20fill%3D%27url%28%23g%29%27/%3E%3Ctext%20x%3D%27150%27%20y%3D%27160%27%20font-size%3D%27110%27%20text-anchor%3D%27middle%27%3E%F0%9F%8D%9C%3C/text%3E%3C/svg%3E"
