rank,product_name,product_id,list_price,sale_price,discount_rate,sales_qty,order_count,review_count,rating,is_sold_out,is_ad,product_url,image_url
11,(농할) 국내산 흙당근 3kg 중품,,29900,8900,70,4219,4219,8999,,0,0,https://store.kakao.com/mrdangol/products/198401925?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260814170322_ab3af3704e2d49429781d284de276363.jpg
12,(농할)국내산 생 오겹살 600g(한돈!품질보장!무료반품!),,25900,16900,35,4573,4573,5632,,0,0,https://store.kakao.com/donpang/products/78645056?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20220427150020_04f919ebba9846bf80fe0888334d41d9.jpg
13,(농할)제주 단호박 보우짱 특품 2kg(3-7개) / 2개 구매시+1kg 증정 (총 5kg 발송),,9500,8500,11,5531,5531,1974,,0,0,https://store.kakao.com/sgpij/products/404333707?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20250703135729_677f9a362b494af98173eab4651210df.jpg
14,서문시장 손맛 칼제비 418g (생면 400g+스프 2개) x 4봉 / 총 8인분 외 골라담기,,17500,9900,43,5155,5155,423,,0,0,https://store.kakao.com/mssfood2/products/425479250?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260710152315_8779096096f748e48852ceb9cfb3804f.jpg
15,[11+1 보너스팩] 해태 홈런볼 초코 348g 외 인기 스낵모음,,15500,11900,23,3570,3570,402,,0,0,https://store.kakao.com/htmall11/products/178738288?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260818151814_e95d8d71f2b9416caa8b89b41a367f36.jpg
16,단한번 착유로 고소한 통깨100% 금방아 참기름 350ml + 350ml,,19900,12900,35,3646,3646,1162,,0,0,https://store.kakao.com/sunsunara/products/561715714?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20251205184335_3eb9b2cd761b4131baab66c05e1cb350.jpg
17,(농할) 제주 고당도 하우스감귤 2.5kg 소과,,22900,19500,15,3450,3450,5980,,0,0,https://store.kakao.com/ggeebbbii/products/10691883?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260708171930_ff83408c3af64db7b441d46f7f50c895.png
18,"(농할) 제주 흑돼지 앞다리살,오겹살,목살, 뒷다리살 (수육용, 구이용, 찌개용)",,49900,9900,80,6152,6152,224,,0,0,https://store.kakao.com/ham00/products/244168776?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260819152225_3baca19a62ed4b92b661756c0ce4240e.jpg
19,[연육함량 85%] 밀가루 없는!! 연육 85% 이상 ! !프리미엄 국가대표 모듬 어묵탕 X 5팩 외,,20900,12900,38,3098,3098,646,,0,0,https://store.kakao.com/yoloburo/products/692159880?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260210163545_5d616026906841919dfb883080a371c3.jpg
20,(농할) 당도높고 아삭한 국내산 대추방울토마토 2kg,,29900,9900,67,3176,3176,53,,0,0,https://store.kakao.com/ham37/products/561431125?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20250616104059_e32ce99b6d8e49ceaf1bd613b9a16a28.jpg
21,프리미엄 여린 열무김치 3kg,,32900,13900,58,2947,2947,1003,,0,0,https://store.kakao.com/ham00/products/364059142?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20240424132546_1d15c88801e745c19cdbc3e4c12c9e12.jpg
22,(농할)국내산 1등급한우 HC한우마을 육회200g 2인분 외 로스모음 선택 1,,29900,9900,67,4845,4845,4224,,0,0,https://store.kakao.com/hanukorea01/products/71499291?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20250203095523_d85caf84bedd49878bc681e06477850c.jpg
23,(농할) 농협안심한우 국내산 1등급 암소 한우 등심 250g X 2팩,,49900,37400,25,3579,3579,31,,0,0,https://store.kakao.com/sjroad/products/533914683?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260820110424_ca18a181b7334876b778b1aa239ebc79.jpg
24,농심 신라면 (120g x 10입),,10530,10230,3,2829,2829,135,,0,0,https://store.kakao.com/nongshim/products/766348305?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260721132245_669c04d5a9624125b3c8d3a7cc0e7900.jpg
25,쫀~득 강원도 찰옥수수 특품 16cm 이내 /드디어 출하! / 10개 외,,16900,9900,41,2763,2763,317,,0,0,https://store.kakao.com/themenchestnut/products/750508584?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20240718103813_c7c4e8a6c2ee4814a5f8ea150178b4f7.jpg
26,장순필 가마솥육개장(육개탕) 600g* 4봉외 특가상품,,19900,12900,35,2965,2965,15,,0,0,https://store.kakao.com/soonfeel/products/769514443?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260803155408_1afc71fae99b488e9c13fae25f21f40e.png
27,[미림통통] 신림동 맛집 백순대/양념순대 2인분 순대볶음,,19900,13900,30,2906,2906,879,,0,0,https://store.kakao.com/ccfarm/products/467499919?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260319181454_15b0a31aefb1408b9f650434fd69fb26.jpg
28,(농할) 국내산 영암 무화과1kg(12-18과 내외) / 입에서 사르르 녹는 달콤함! / 17일(월)~ 순차출고,,24900,16900,32,2582,2582,208,,0,0,https://store.kakao.com/sjroad/products/395808340?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20250814141203_ab3eb4396ec44ca7b45ab3a4b5e28c5c.jpg
29,요빌 거품 싹뺀 진짜 대용량 수제 그릭요거트1kg 무가당 꾸덕 플레인,,24900,19900,20,2437,2437,409,,0,0,https://store.kakao.com/yogurtvillage/products/224050046?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20251118201945_4dbc63ca10b0475b8d889f5c8fdd9caf.jpg
30,(농할) [26년산 햅쌀] 푸드앤픽 백미 10kg 맛있는쌀,,39900,34900,13,2280,2280,48,,0,0,https://store.kakao.com/foodandpick/products/769347372?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260818132609_13bc8356e0b144d8bdac218c6567d79b.jpg
