rank,product_name,product_id,list_price,sale_price,discount_rate,sales_qty,order_count,review_count,rating,is_sold_out,is_ad,product_url,image_url
11,대건명가 돼지국밥 630g x 6팩 (돼지/순대/얼큰),,66000,28600,57,2144,2144,1042,,0,0,https://store.kakao.com/daegeonmyeongga/products/271792137?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260612140550_3536a76e855442a0b9d943922e3dbf93.jpg
12,그레인온 골드 카무트효소G 기획세트 (90+10포)+사은품 증정,,75000,22000,71,2454,2454,7143,,0,0,https://store.kakao.com/grainon/products/469647666?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260814103950_9bba637c627f4605b29fb10b7ee16a0e.png
13,"[1,000원쿠폰][12+12] 애사비 500mL 제추청귤하귤/오리지널/파인애플맛 3종 (유/무라벨 랜덤발송)",,29900,15900,47,2112,2112,297,,0,0,https://store.kakao.com/wjfood/products/673526426?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260814095035_05eec96cfea142108f655c58a6161a30.jpg
14,(농할) 국내산 영암 무화과1kg(12-18과 내외) / 입에서 사르르 녹는 달콤함! / 17일(월)~ 순차출고,,24900,16900,32,2034,2034,151,,0,0,https://store.kakao.com/sjroad/products/395808340?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20250814141203_ab3eb4396ec44ca7b45ab3a4b5e28c5c.jpg
15,"바른피자생활 나폴리 더블치즈 피자 2개 외 골라담기(고르곤졸라, 페퍼로니, 마르게리따)",,22800,11900,48,2693,2693,766,,0,0,https://store.kakao.com/honestpizzalife/products/405770658?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20251021161736_46b9dd23ed654d21aee1fc35fe9a6441.jpg
16,[누적구매 10만] [청정원] 스파게티소스 600g 3개 + 파우치 소스 1개,,30300,14600,52,1858,1858,8649,,0,0,https://store.kakao.com/daesang/products/67547591?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260814084647_5fc0c8e6172248668446e291a4617b02.png
17,(농할) 국내산 26년 햇 수확 나주 원황배 5kg,,32900,19800,40,1943,1943,207,,0,0,https://store.kakao.com/jangbonam/products/178824730?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260811174220_5c6e443b3e9a45b495faa059fe53b64e.jpg
18,37년 전통 놀부 부대찌개600g 4팩(+사리면 2봉),,39900,19900,50,2381,2381,4989,,0,0,https://store.kakao.com/hgfood/products/293429249?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20231102110849_801b2addeeac4cb4b3606d552b09fa00.jpg
19,국내산 냉장 닭다리살로 초신선 춘천닭갈비 500g 1+1,,27000,17900,34,2155,2155,1196,,0,0,https://store.kakao.com/madlefood/products/33012478?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20250609141330_49107f1a2f8b4d8da127b19e3cec71b0.png
20,[더신선] 48시간 구워 쫄깃한 구운란 30구 대란 / 쫄깃 탱글한 식감,,15900,12900,19,1661,1661,,,0,0,https://store.kakao.com/weple/products/772600696?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260813163946_50999af7107c4c2684223c6f4b4a114c.png
21,[하루견과] (1+1/총60봉) 하루견과넛츠6종 간편하게 톡! 골라담기,,60000,29900,50,1604,1604,126,,0,0,https://store.kakao.com/nutsholic/products/227987310?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260818162601_4d4f437a1e274152b0acca258479c0ae.jpg
22,(농할) [26년산 햅쌀] 푸드앤픽 백미 10kg 맛있는쌀,,39900,34900,13,1485,1485,,,0,0,https://store.kakao.com/foodandpick/products/769347372?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260818132609_13bc8356e0b144d8bdac218c6567d79b.jpg
23,"""전국에서 줄 서서 먹는"" 감자밭 오리지널 감자빵 120g * 10개입",,33000,30900,6,1526,1526,3992,,0,0,https://store.kakao.com/gamzabatt/products/99477001?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260819083120_9edba7e96b8d41e2b1a75805c3781824.jpg
24,국내산 고당도 말랑이 황도 딱딱이 복숭아 3kg(12~14입) 외,,36900,27900,24,1491,1491,144,,0,0,https://store.kakao.com/bosung/products/767795747?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260804084949_00cb51d26f8e41a194d7a7d2118ad4b9.jpg
25,"[명가삼대떡집] 해남 밤호박 설기 외 찹쌀떡, 인절미, 송편, 바람떡 7종",,27900,15900,43,2072,2072,27,,0,0,https://store.kakao.com/myeonggashop/products/764787706?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260716165235_1230ca8900c543208db650843bb7d677.png
26,"[동원] 양반 100밥 현미,백미,흑미,오미,발아현미,통곡물밥 130g 36개 골라담기",,47800,28900,40,1376,1376,509,,0,0,https://store.kakao.com/dongwonfnb/products/544678565?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260727142301_a697762563cd4ccc9c073101d5123560.jpg
27,"[최종혜택가 21,770원] 태안 자연산 통통 활 숫꽃게 2kg 6-10미 / 금어기 종료 21일 드디어 첫 출하!",,29900,23900,20,1410,1410,5992,,0,0,https://store.kakao.com/weple/products/84194054?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260813173319_cbc29b4e1d044b4cba3649d1bbd9518b.png
28,[대구 10미] 진짜 오리지날 대구!! 생 달구벌 막창 대용량 1KG (약 5인분 구성),,20900,12900,38,1492,1492,515,,0,0,https://store.kakao.com/yoloburo/products/680882455?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260121132228_c389d54dee144353a3e89beebedb0412.jpg
29,(농할)26년산 전라도 햇 호풍미 호박고구마 3kg 특상 외,,20900,12900,38,1344,1344,23,,0,0,https://store.kakao.com/hmgroup/products/619919750?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20250929155959_c84f424655e7496cbf54c1490387d111.jpg
30,(농할) 국내산 쌀명당 백진주 상등급 10kg,,38900,35900,8,1264,1264,,,0,0,https://store.kakao.com/ssalmdstore/products/675418183?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260109152310_8627e4f6ae104c7b97b28ac11ccc15d7.jpg
