rank,product_name,product_id,list_price,sale_price,discount_rate,sales_qty,order_count,review_count,rating,is_sold_out,is_ad,product_url,image_url
11,전복 500미,gss1011,39000,23400,40,,,3444,4.6,0,0,https://example.com/gsshop_best/1011,"data:image/svg+xml;utf8,%3Csvg%20xmlns%3D%27http%3A//www.w3.org/2000/svg%27%20width%3D%27300%27%20height%3D%27300%27%3E%3Cdefs%3E%3ClinearGradient%20id%3D%27g%27%20x1%3D%270%27%20y1%3D%270%27%20x2%3D%271%27%20y2%3D%271%27%3E%3Cstop%20offset%3D%270%27%20stop-color%3D%27%23e8fdf8%27/%3E%3Cstop%20offset%3D%271%27%20stop-color%3D%27%23a9f5dd%27/%3E%3C/linearGradient%3E%3C/defs%3E%3Crect%20width%3D%27300%27%20height%3D%27300%27%20fill%3D%27url%28%23g%29%27/%3E%3Ctext%20x%3D%27150%27%20y%3D%27160%27%20font-size%3D%27110%27%20text-anchor%3D%27middle%27%3E%F0%9F%90%9A%3C/text%3E%3C/svg%3E"
12,킹크랩 5kg,gss1012,19900,9950,50,,,3326,4.5,0,0,https://example.com/gsshop_best/1012,"data:image/svg+xml;utf8,%3Csvg%20xmlns%3D%27http%3A//www.w3.org/2000/svg%27%20width%3D%27300%27%20height%3D%27300%27%3E%3Cdefs%3E%3ClinearGradient%20id%3D%27g%27%20x1%3D%270%27%20y1%3D%270%27%20x2%3D%271%27%20y2%3D%271%27%3E%3Cstop%20offset%3D%270%27%20stop-color%3D%27%23fde8e8%27/%3E%3Cstop%20offset%3D%271%27%20stop-color%3D%27%23f8b4b4%27/%3E%3C/linearGradient%3E%3C/defs%3E%3Crect%20width%3D%27300%27%20height%3D%27300%27%20fill%3D%27url%28%23g%29%27/%3E%3Ctext%20x%3D%27150%27%20y%3D%27160%27%20font-size%3D%27110%27%20text-anchor%3D%27middle%27%3E%F0%9F%A6%80%3C/text%3E%3C/svg%3E"
13,갈치 1손,gss1013,39000,33150,15,,,4751,4.5,0,0,https://example.com/gsshop_best/1013,"data:image/svg+xml;utf8,%3Csvg%20xmlns%3D%27http%3A//www.w3.org/2000/svg%27%20width%3D%27300%27%20height%3D%27300%27%3E%3Cdefs%3E%3ClinearGradient%20id%3D%27g%27%20x1%3D%270%27%20y1%3D%270%27%20x2%3D%271%27%20y2%3D%271%27%3E%3Cstop%20offset%3D%270%27%20stop-color%3D%27%23e8f3fd%27/%3E%3Cstop%20offset%3D%271%27%20stop-color%3D%27%23a9d0f5%27/%3E%3C/linearGradient%3E%3C/defs%3E%3Crect%20width%3D%27300%27%20height%3D%27300%27%20fill%3D%27url%28%23g%29%27/%3E%3Ctext%20x%3D%27150%27%20y%3D%27160%27%20font-size%3D%27110%27%20text-anchor%3D%27middle%27%3E%F0%9F%90%9F%3C/text%3E%3C/svg%3E"
14,명품 굴비 3미,gss1014,120000,84000,30,,,1750,4.4,0,0,https://example.com/gsshop_best/1014,"data:image/svg+xml;utf8,%3Csvg%20xmlns%3D%27http%3A//www.w3.org/2000/svg%27%20width%3D%27300%27%20height%3D%27300%27%3E%3Cdefs%3E%3ClinearGradient%20id%3D%27g%27%20x1%3D%270%27%20y1%3D%270%27%20x2%3D%271%27%20y2%3D%271%27%3E%3Cstop%20offset%3D%270%27%20stop-color%3D%27%23eafde8%27/%3E%3Cstop%20offset%3D%271%27%20stop-color%3D%27%23b4e8ae%27/%3E%3C/linearGradient%3E%3C/defs%3E%3Crect%20width%3D%27300%27%20height%3D%27300%27%20fill%3D%27url%28%23g%29%27/%3E%3Ctext%20x%3D%27150%27%20y%3D%27160%27%20font-size%3D%27110%27%20text-anchor%3D%27middle%27%3E%F0%9F%90%9F%3C/text%3E%3C/svg%3E"
15,황태채 1000g,gss1015,19900,19900,,,,2745,3.9,0,0,https://example.com/gsshop_best/1015,"data:image/svg+xml;utf8,%3Csvg%20xmlns%3D%27http%3A//www.w3.org/2000/svg%27%20width%3D%27300%27%20height%3D%27300%27%3E%3Cdefs%3E%3ClinearGradient%20id%3D%27g%27%20x1%3D%270%27%20y1%3D%270%27%20x2%3D%271%27%20y2%3D%271%27%3E%3Cstop%20offset%3D%270%27%20stop-color%3D%27%23fdf6e8%27/%3E%3Cstop%20offset%3D%271%27%20stop-color%3D%27%23f5d9a9%27/%3E%3C/linearGradient%3E%3C/defs%3E%3Crect%20width%3D%27300%27%20height%3D%27300%27%20fill%3D%27url%28%23g%29%27/%3E%3Ctext%20x%3D%27150%27%20y%3D%27160%27%20font-size%3D%27110%27%20text-anchor%3D%27middle%27%3E%F0%9F%90%9F%3C/text%3E%3C/svg%3E"
16,수제 떡갈비 1000개,gss1016,25000,21250,15,,,1631,4.0,0,0,https://example.com/gsshop_best/1016,"data:image/svg+xml;utf8,%3Csvg%20xmlns%3D%27http%3A//www.w3.org/2000/svg%27%20width%3D%27300%27%20height%3D%27300%27%3E%3Cdefs%3E%3ClinearGradient%20id%3D%27g%27%20x1%3D%270%27%20y1%3D%270%27%20x2%3D%271%27%20y2%3D%271%27%3E%3Cstop%20offset%3D%270%27%20stop-color%3D%27%23f3e8fd%27/%3E%3Cstop%20offset%3D%271%27%20stop-color%3D%27%23d4b4f8%27/%3E%3C/linearGradient%3E%3C/defs%3E%3Crect%20width%3D%27300%27%20height%3D%27300%27%20fill%3D%27url%28%23g%29%27/%3E%3Ctext%20x%3D%27150%27%20y%3D%27160%27%20font-size%3D%27110%27%20text-anchor%3D%27middle%27%3E%F0%9F%8D%96%3C/text%3E%3C/svg%3E"
17,프리미엄 한우 등심 1g,gss1017,25000,17500,30,,,596,4.3,0,0,https://example.com/gsshop_best/1017,"data:image/svg+xml;utf8,%3Csvg%20xmlns%3D%27http%3A//www.w3.org/2000/svg%27%20width%3D%27300%27%20height%3D%27300%27%3E%3Cdefs%3E%3ClinearGradient%20id%3D%27g%27%20x1%3D%270%27%20y1%3D%270%27%20x2%3D%271%27%20y2%3D%271%27%3E%3Cstop%20offset%3D%270%27%20stop-color%3D%27%23e8fdf8%27/%3E%3Cstop%20offset%3D%271%27%20stop-color%3D%27%23a9f5dd%27/%3E%3C/linearGradient%3E%3C/defs%3E%3Crect%20width%3D%27300%27%20height%3D%27300%27%20fill%3D%27url%28%23g%29%27/%3E%3Ctext%20x%3D%27150%27%20y%3D%27160%27%20font-size%3D%27110%27%20text-anchor%3D%27middle%27%3E%F0%9F%A5%A9%3C/text%3E%3C/svg%3E"
18,랍스터테일 500미,gss1018,25000,18750,25,,,1998,4.0,0,0,https://example.com/gsshop_best/1018,"data:image/svg+xml;utf8,%3Csvg%20xmlns%3D%27http%3A//www.w3.org/2000/svg%27%20width%3D%27300%27%20height%3D%27300%27%3E%3Cdefs%3E%3ClinearGradient%20id%3D%27g%27%20x1%3D%270%27%20y1%3D%270%27%20x2%3D%271%27%20y2%3D%271%27%3E%3Cstop%20offset%3D%270%27%20stop-color%3D%27%23fde8e8%27/%3E%3Cstop%20offset%3D%271%27%20stop-color%3D%27%23f8b4b4%27/%3E%3C/linearGradient%3E%3C/defs%3E%3Crect%20width%3D%27300%27%20height%3D%27300%27%20fill%3D%27url%28%23g%29%27/%3E%3Ctext%20x%3D%27150%27%20y%3D%27160%27%20font-size%3D%27110%27%20text-anchor%3D%27middle%27%3E%F0%9F%A6%9E%3C/text%3E%3C/svg%3E"
19,전복 500미,gss1019,9900,9900,,,,1792,4.0,0,0,https://example.com/gsshop_best/1019,"data:image/svg+xml;utf8,%3Csvg%20xmlns%3D%27http%3A//www.w3.org/2000/svg%27%20width%3D%27300%27%20height%3D%27300%27%3E%3Cdefs%3E%3ClinearGradient%20id%3D%27g%27%20x1%3D%270%27%20y1%3D%270%27%20x2%3D%271%27%20y2%3D%271%27%3E%3Cstop%20offset%3D%270%27%20stop-color%3D%27%23e8f3fd%27/%3E%3Cstop%20offset%3D%271%27%20stop-color%3D%27%23a9d0f5%27/%3E%3C/linearGradient%3E%3C/defs%3E%3Crect%20width%3D%27300%27%20height%3D%27300%27%20fill%3D%27url%28%23g%29%27/%3E%3Ctext%20x%3D%27150%27%20y%3D%27160%27%20font-size%3D%27110%27%20text-anchor%3D%27middle%27%3E%F0%9F%90%9A%3C/text%3E%3C/svg%3E"
20,킹크랩 500kg,gss1020,120000,120000,,,,994,4.3,0,0,https://example.com/gsshop_best/1020,"data:image/svg+xml;utf8,%3Csvg%20xmlns%3D%27http%3A//www.w3.org/2000/svg%27%20width%3D%27300%27%20height%3D%27300%27%3E%3Cdefs%3E%3ClinearGradient%20id%3D%27g%27%20x1%3D%270%27%20y1%3D%270%27%20x2%3D%271%27%20y2%3D%271%27%3E%3Cstop%20offset%3D%270%27%20stop-color%3D%27%23eafde8%27/%3E%3Cstop%20offset%3D%271%27%20stop-color%3D%27%23b4e8ae%27/%3E%3C/linearGradient%3E%3C/defs%3E%3Crect%20width%3D%27300%27%20height%3D%27300%27%20fill%3D%27url%28%23g%29%27/%3E%3Ctext%20x%3D%27150%27%20y%3D%27160%27%20font-size%3D%27110%27%20text-anchor%3D%27middle%27%3E%F0%9F%A6%80%3C/text%3E%3C/svg%3E"
21,갈치 1000손,gss1021,120000,72000,40,,,4877,4.2,0,0,https://example.com/gsshop_best/1021,"data:image/svg+xml;utf8,%3Csvg%20xmlns%3D%27http%3A//www.w3.org/2000/svg%27%20width%3D%27300%27%20height%3D%27300%27%3E%3Cdefs%3E%3ClinearGradient%20id%3D%27g%27%20x1%3D%270%27%20y1%3D%270%27%20x2%3D%271%27%20y2%3D%271%27%3E%3Cstop%20offset%3D%270%27%20stop-color%3D%27%23fdf6e8%27/%3E%3Cstop%20offset%3D%271%27%20stop-color%3D%27%23f5d9a9%27/%3E%3C/linearGradient%3E%3C/defs%3E%3Crect%20width%3D%27300%27%20height%3D%27300%27%20fill%3D%27url%28%23g%29%27/%3E%3Ctext%20x%3D%27150%27%20y%3D%27160%27%20font-size%3D%27110%27%20text-anchor%3D%27middle%27%3E%F0%9F%90%9F%3C/text%3E%3C/svg%3E"
22,명품 굴비 1000미,gss1022,120000,60000,50,,,4135,4.3,0,0,https://example.com/gsshop_best/1022,"data:image/svg+xml;utf8,%3Csvg%20xmlns%3D%27http%3A//www.w3.org/2000/svg%27%20width%3D%27300%27%20height%3D%27300%27%3E%3Cdefs%3E%3ClinearGradient%20id%3D%27g%27%20x1%3D%270%27%20y1%3D%270%27%20x2%3D%271%27%20y2%3D%271%27%3E%3Cstop%20offset%3D%270%27%20stop-color%3D%27%23f3e8fd%27/%3E%3Cstop%20offset%3D%271%27%20stop-color%3D%27%23d4b4f8%27/%3E%3C/linearGradient%3E%3C/defs%3E%3Crect%20width%3D%27300%27%20height%3D%27300%27%20fill%3D%27url%28%23g%29%27/%3E%3Ctext%20x%3D%27150%27%20y%3D%27160%27%20font-size%3D%27110%27%20text-anchor%3D%27middle%27%3E%F0%9F%90%9F%3C/text%3E%3C/svg%3E"
23,황태채 10g,gss1023,120000,114000,5,,,3888,4.3,0,0,https://example.com/gsshop_best/1023,"data:image/svg+xml;utf8,%3Csvg%20xmlns%3D%27http%3A//www.w3.org/2000/svg%27%20width%3D%27300%27%20height%3D%27300%27%3E%3Cdefs%3E%3ClinearGradient%20id%3D%27g%27%20x1%3D%270%27%20y1%3D%270%27%20x2%3D%271%27%20y2%3D%271%27%3E%3Cstop%20offset%3D%270%27%20stop-color%3D%27%23e8fdf8%27/%3E%3Cstop%20offset%3D%271%27%20stop-color%3D%27%23a9f5dd%27/%3E%3C/linearGradient%3E%3C/defs%3E%3Crect%20width%3D%27300%27%20height%3D%27300%27%20fill%3D%27url%28%23g%29%27/%3E%3Ctext%20x%3D%27150%27%20y%3D%27160%27%20font-size%3D%27110%27%20text-anchor%3D%27middle%27%3E%F0%9F%90%9F%3C/text%3E%3C/svg%3E"
24,수제 떡갈비 1000개,gss1024,25000,21250,15,,,4270,4.4,0,0,https://example.com/gsshop_best/1024,"data:image/svg+xml;utf8,%3Csvg%20xmlns%3D%27http%3A//www.w3.org/2000/svg%27%20width%3D%27300%27%20height%3D%27300%27%3E%3Cdefs%3E%3ClinearGradient%20id%3D%27g%27%20x1%3D%270%27%20y1%3D%270%27%20x2%3D%271%27%20y2%3D%271%27%3E%3Cstop%20offset%3D%270%27%20stop-color%3D%27%23fde8e8%27/%3E%3Cstop%20offset%3D%271%27%20stop-color%3D%27%23f8b4b4%27/%3E%3C/linearGradient%3E%3C/defs%3E%3Crect%20width%3D%27300%27%20height%3D%27300%27%20fill%3D%27url%28%23g%29%27/%3E%3Ctext%20x%3D%27150%27%20y%3D%27160%27%20font-size%3D%27110%27%20text-anchor%3D%27middle%27%3E%F0%9F%8D%96%3C/text%3E%3C/svg%3E"
25,프리미엄 한우 등심 2g,gss1025,39000,27300,30,,,2340,4.1,0,0,https://example.com/gsshop_best/1025,"data:image/svg+xml;utf8,%3Csvg%20xmlns%3D%27http%3A//www.w3.org/2000/svg%27%20width%3D%27300%27%20height%3D%27300%27%3E%3Cdefs%3E%3ClinearGradient%20id%3D%27g%27%20x1%3D%270%27%20y1%3D%270%27%20x2%3D%271%27%20y2%3D%271%27%3E%3Cstop%20offset%3D%270%27%20stop-color%3D%27%23e8f3fd%27/%3E%3Cstop%20offset%3D%271%27%20stop-color%3D%27%23a9d0f5%27/%3E%3C/linearGradient%3E%3C/defs%3E%3Crect%20width%3D%27300%27%20height%3D%27300%27%20fill%3D%27url%28%23g%29%27/%3E%3Ctext%20x%3D%27150%27%20y%3D%27160%27%20font-size%3D%27110%27%20text-anchor%3D%27middle%27%3E%F0%9F%A5%A9%3C/text%3E%3C/svg%3E"
26,랍스터테일 3미,gss1026,49900,29940,40,,,1235,4.1,0,0,https://example.com/gsshop_best/1026,"data:image/svg+xml;utf8,%3Csvg%20xmlns%3D%27http%3A//www.w3.org/2000/svg%27%20width%3D%27300%27%20height%3D%27300%27%3E%3Cdefs%3E%3ClinearGradient%20id%3D%27g%27%20x1%3D%270%27%20y1%3D%270%27%20x2%3D%271%27%20y2%3D%271%27%3E%3Cstop%20offset%3D%270%27%20stop-color%3D%27%23eafde8%27/%3E%3Cstop%20offset%3D%271%27%20stop-color%3D%27%23b4e8ae%27/%3E%3C/linearGradient%3E%3C/defs%3E%3Crect%20width%3D%27300%27%20height%3D%27300%27%20fill%3D%27url%28%23g%29%27/%3E%3Ctext%20x%3D%27150%27%20y%3D%27160%27%20font-size%3D%27110%27%20text-anchor%3D%27middle%27%3E%F0%9F%A6%9E%3C/text%3E%3C/svg%3E"
27,전복 500미,gss1027,19900,17910,10,,,3339,4.2,1,0,https://example.com/gsshop_best/1027,"data:image/svg+xml;utf8,%3Csvg%20xmlns%3D%27http%3A//www.w3.org/2000/svg%27%20width%3D%27300%27%20height%3D%27300%27%3E%3Cdefs%3E%3ClinearGradient%20id%3D%27g%27%20x1%3D%270%27%20y1%3D%270%27%20x2%3D%271%27%20y2%3D%271%27%3E%3Cstop%20offset%3D%270%27%20stop-color%3D%27%23fdf6e8%27/%3E%3Cstop%20offset%3D%271%27%20stop-color%3D%27%23f5d9a9%27/%3E%3C/linearGradient%3E%3C/defs%3E%3Crect%20width%3D%27300%27%20height%3D%27300%27%20fill%3D%27url%28%23g%29%27/%3E%3Ctext%20x%3D%27150%27%20y%3D%27160%27%20font-size%3D%27110%27%20text-anchor%3D%27middle%27%3E%F0%9F%90%9A%3C/text%3E%3C/svg%3E"
28,킹크랩 5kg,gss1028,79000,79000,,,,3441,4.3,0,0,https://example.com/gsshop_best/1028,"data:image/svg+xml;utf8,%3Csvg%20xmlns%3D%27http%3A//www.w3.org/2000/svg%27%20width%3D%27300%27%20height%3D%27300%27%3E%3Cdefs%3E%3ClinearGradient%20id%3D%27g%27%20x1%3D%270%27%20y1%3D%270%27%20x2%3D%271%27%20y2%3D%271%27%3E%3Cstop%20offset%3D%270%27%20stop-color%3D%27%23f3e8fd%27/%3E%3Cstop%20offset%3D%271%27%20stop-color%3D%27%23d4b4f8%27/%3E%3C/linearGradient%3E%3C/defs%3E%3Crect%20width%3D%27300%27%20height%3D%27300%27%20fill%3D%27url%28%23g%29%27/%3E%3Ctext%20x%3D%27150%27%20y%3D%27160%27%20font-size%3D%27110%27%20text-anchor%3D%27middle%27%3E%F0%9F%A6%80%3C/text%3E%3C/svg%3E"
29,갈치 1000손,gss1029,9900,4950,50,,,48,4.9,0,0,https://example.com/gsshop_best/1029,"data:image/svg+xml;utf8,%3Csvg%20xmlns%3D%27http%3A//www.w3.org/2000/svg%27%20width%3D%27300%27%20height%3D%27300%27%3E%3Cdefs%3E%3ClinearGradient%20id%3D%27g%27%20x1%3D%270%27%20y1%3D%270%27%20x2%3D%271%27%20y2%3D%271%27%3E%3Cstop%20offset%3D%270%27%20stop-color%3D%27%23e8fdf8%27/%3E%3Cstop%20offset%3D%271%27%20stop-color%3D%27%23a9f5dd%27/%3E%3C/linearGradient%3E%3C/defs%3E%3Crect%20width%3D%27300%27%20height%3D%27300%27%20fill%3D%27url%28%23g%29%27/%3E%3Ctext%20x%3D%27150%27%20y%3D%27160%27%20font-size%3D%27110%27%20text-anchor%3D%27middle%27%3E%F0%9F%90%9F%3C/text%3E%3C/svg%3E"
30,명품 굴비 3미,gss1030,79000,59250,25,,,4473,4.8,0,0,https://example.com/gsshop_best/1030,"data:image/svg+xml;utf8,%3Csvg%20xmlns%3D%27http%3A//www.w3.org/2000/svg%27%20width%3D%27300%27%20height%3D%27300%27%3E%3Cdefs%3E%3ClinearGradient%20id%3D%27g%27%20x1%3D%270%27%20y1%3D%270%27%20x2%3D%271%27%20y2%3D%271%27%3E%3Cstop%20offset%3D%270%27%20stop-color%3D%27%23fde8e8%27/%3E%3Cstop%20offset%3D%271%27%20stop-color%3D%27%23f8b4b4%27/%3E%3C/linearGradient%3E%3C/defs%3E%3Crect%20width%3D%27300%27%20height%3D%27300%27%20fill%3D%27url%28%23g%29%27/%3E%3Ctext%20x%3D%27150%27%20y%3D%27160%27%20font-size%3D%27110%27%20text-anchor%3D%27middle%27%3E%F0%9F%90%9F%3C/text%3E%3C/svg%3E"
