rank,product_name,product_id,list_price,sale_price,discount_rate,sales_qty,order_count,review_count,rating,is_sold_out,is_ad,product_url,image_url
11,(농할) 제주 하우스 감귤 2kg 로얄과,,22900,16900,26,4296,4296,68,,0,0,https://store.kakao.com/eatpisode/products/761036271?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260716143848_1ef820ff66984596aa82c9b8fb29008f.png
12,오뚜기 양조식초 1.5L X 6개,,20900,10900,48,3692,3692,13,,0,0,https://store.kakao.com/ottogi/products/576844091?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260812175230_30e9b4bf435a419c8c8c11969506c765.jpg
13,컵누들 매콤한맛 18입,,29600,16900,43,3421,3421,1,,0,0,https://store.kakao.com/ottogi/products/58981680?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260813103520_310e8e8f0abc43b79e241b717534adb9.jpg
14,봉지면 2멀티 + 2멀티 골라담기,,20900,13900,33,3342,3342,5700,,0,0,https://store.kakao.com/ottogi/products/11009545?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260813091333_aadcfa6a70234f9faf605e386d5f64cd.jpg
15,(농할)제주 단호박 보우짱 특품 2kg(3-7개) / 2개 구매시+1kg 증정 (총 5kg 발송),,9500,8500,11,4812,4812,1952,,0,0,https://store.kakao.com/sgpij/products/404333707?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20250703135729_677f9a362b494af98173eab4651210df.jpg
16,(농할) 제주 고당도 하우스감귤 2.5kg 소과,,22900,19500,15,3218,3218,5969,,0,0,https://store.kakao.com/ggeebbbii/products/10691883?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260708171930_ff83408c3af64db7b441d46f7f50c895.png
17,[득근파티] 촉촉 부드러운 통살 스팀닭가슴살 18팩 6가지맛,,27800,23900,14,3067,3067,4285,,0,0,https://store.kakao.com/dgparty/products/346289090?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260803141836_7dd4b89bd57c4cfa8cfdcfe710c6b41a.jpg
18,(농할) 당도높고 아삭한 국내산 대추방울토마토 2kg,,29900,9900,67,2861,2861,,,0,0,https://store.kakao.com/ham37/products/561431125?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20250616104059_e32ce99b6d8e49ceaf1bd613b9a16a28.jpg
19,(농할)국내산 생 오겹살 600g(한돈!품질보장!무료반품!),,25900,16900,35,3152,3152,5628,,0,0,https://store.kakao.com/donpang/products/78645056?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20220427150020_04f919ebba9846bf80fe0888334d41d9.jpg
20,(농할)국내산 1등급한우 HC한우마을 육회200g 2인분 외 로스모음 선택 1,,29900,9900,67,4510,4510,4193,,0,0,https://store.kakao.com/hanukorea01/products/71499291?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20250203095523_d85caf84bedd49878bc681e06477850c.jpg
21,쫀~득 강원도 찰옥수수 특품 16cm 이상 /드디어 출하! / 10개 외,,16900,9900,41,2690,2690,291,,0,0,https://store.kakao.com/themenchestnut/products/750508584?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20240718103813_c7c4e8a6c2ee4814a5f8ea150178b4f7.jpg
22,"[식빵 증정] 널담 고단백 저당 베이글/바게트/포카치아 5+5, 총 10개 골라담기 단백질 22g 이상 식단빵",,34900,14700,58,2831,2831,1446,,0,0,https://store.kakao.com/nuldam/products/49856632?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260813165417_f43d343b18f7498c8423bd2a0807a420.jpg
23,농심 신라면 (120g x 10입),,10530,10230,3,2673,2673,130,,0,0,https://store.kakao.com/nongshim/products/766348305?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260721132245_669c04d5a9624125b3c8d3a7cc0e7900.jpg
24,"(농할) 제주 흑돼지 앞다리살,오겹살,목살, 뒷다리살 (수육용, 구이용, 찌개용)",,49900,9900,80,5312,5312,219,,0,0,https://store.kakao.com/ham00/products/244168776?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260819152225_3baca19a62ed4b92b661756c0ce4240e.jpg
25,"백 명란젓 파지 400g , 1kg 외 명태회무침 낙지젓 오징어젓 등",,25900,11900,54,2755,2755,1,,0,0,https://store.kakao.com/myeontae/products/71224204?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20230609154610_1a1b7315a5634441b9d63d711b3ecbe8.jpg
26,(농할) 국내산 영암 무화과1kg(12-18과 내외) / 입에서 사르르 녹는 달콤함! / 17일(월)~ 순차출고,,24900,16900,32,2440,2440,192,,0,0,https://store.kakao.com/sjroad/products/395808340?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20250814141203_ab3eb4396ec44ca7b45ab3a4b5e28c5c.jpg
27,3분류 12개 + 12개 골라담기,,55300,25500,54,2325,2325,234,,0,0,https://store.kakao.com/ottogi/products/72413600?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260813100432_a84a5c8726b84df480feceaf0a87af37.jpg
28,가뿐한끼 현미밥 150G X 30개,,38400,24500,36,2381,2381,2179,,0,0,https://store.kakao.com/ottogi/products/30673392?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260819145651_9983c9a051bb41e987ec94043b0e8f11.jpg
29,(농할) 농협안심한우 국내산 1등급 암소 한우 등심 250g X 2팩,,49900,37400,25,2824,2824,,,0,0,https://store.kakao.com/sjroad/products/533914683?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260820110424_ca18a181b7334876b778b1aa239ebc79.jpg
30,(농할) [26년산 햅쌀] 푸드앤픽 백미 10kg 맛있는쌀,,39900,34900,13,2168,2168,36,,0,0,https://store.kakao.com/foodandpick/products/769347372?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260818132609_13bc8356e0b144d8bdac218c6567d79b.jpg
