rank,product_name,product_id,list_price,sale_price,discount_rate,sales_qty,order_count,review_count,rating,is_sold_out,is_ad,product_url,image_url
11,오뚜기 양조식초 1.5L X 6개,,20900,10900,48,2886,2886,,,0,0,https://store.kakao.com/ottogi/products/576844091?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260812175230_30e9b4bf435a419c8c8c11969506c765.jpg
12,(농할) 제주 고당도 하우스감귤 2.5kg 소과,,22900,19500,15,3121,3121,5968,,0,0,https://store.kakao.com/ggeebbbii/products/10691883?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260708171930_ff83408c3af64db7b441d46f7f50c895.png
13,봉지면 2멀티 + 2멀티 골라담기,,20900,13900,33,2611,2611,5700,,0,0,https://store.kakao.com/ottogi/products/11009545?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260813091333_aadcfa6a70234f9faf605e386d5f64cd.jpg
14,쫀~득 강원도 찰옥수수 특품 16cm 이상 /드디어 출하! / 10개 외,,16900,9900,41,2709,2709,287,,0,0,https://store.kakao.com/themenchestnut/products/750508584?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20240718103813_c7c4e8a6c2ee4814a5f8ea150178b4f7.jpg
15,(농할) 제주 하우스 감귤 2kg 로얄과,,22900,16900,26,2648,2648,68,,0,0,https://store.kakao.com/eatpisode/products/761036271?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260716143848_1ef820ff66984596aa82c9b8fb29008f.png
16,농심 신라면 (120g x 10입),,10530,10230,3,2629,2629,130,,0,0,https://store.kakao.com/nongshim/products/766348305?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260721132245_669c04d5a9624125b3c8d3a7cc0e7900.jpg
17,(농할)국내산 1등급한우 HC한우마을 육회200g 2인분 외 로스모음 선택 1,,29900,9900,67,4183,4183,4190,,0,0,https://store.kakao.com/hanukorea01/products/71499291?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20250203095523_d85caf84bedd49878bc681e06477850c.jpg
18,[득근파티] 촉촉 부드러운 통살 스팀닭가슴살 18팩 6가지맛,,27800,23900,14,2685,2685,4283,,0,0,https://store.kakao.com/dgparty/products/346289090?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260803141836_7dd4b89bd57c4cfa8cfdcfe710c6b41a.jpg
19,[프리본] 2025년 수확한 개별급속동결 A등급 미국산 세척 블루베리 1kg x 2봉/4봉,,33800,21900,35,2389,2389,4020,,0,0,https://store.kakao.com/prebonmall/products/347217859?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20240306124357_5e04dac966e64dc7964f649a991183ff.jpg
20,컵누들 매콤한맛 18입,,29600,16900,43,2382,2382,1,,0,0,https://store.kakao.com/ottogi/products/58981680?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260813103520_310e8e8f0abc43b79e241b717534adb9.jpg
21,(농할) 당도높고 아삭한 국내산 대추방울토마토 2kg,,29900,9900,67,2551,2551,,,0,0,https://store.kakao.com/ham37/products/561431125?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20250616104059_e32ce99b6d8e49ceaf1bd613b9a16a28.jpg
22,"[식빵 증정] 널담 고단백 저당 베이글/바게트/포카치아 5+5, 총 10개 골라담기 단백질 22g 이상 식단빵",,34900,14700,58,2546,2546,1432,,0,0,https://store.kakao.com/nuldam/products/49856632?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260813165417_f43d343b18f7498c8423bd2a0807a420.jpg
23,(농할) 국내산 영암 무화과1kg(12-18과 내외) / 입에서 사르르 녹는 달콤함! / 17일(월)~ 순차출고,,24900,16900,32,2360,2360,191,,0,0,https://store.kakao.com/sjroad/products/395808340?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20250814141203_ab3eb4396ec44ca7b45ab3a4b5e28c5c.jpg
24,[미식상회] 재구매 많은 이유 있는 맛! 100% 통참깨 저온압착 참기름/들기름,,21900,11900,46,2443,2443,1,,0,0,https://store.kakao.com/misic/products/64585397?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260710104306_9a1caeeb7c934a028522be82426d8af2.jpg
25,"백 명란젓 파지 400g , 1kg 외 명태회무침 낙지젓 오징어젓 등",,25900,11900,54,2444,2444,1,,0,0,https://store.kakao.com/myeontae/products/71224204?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20230609154610_1a1b7315a5634441b9d63d711b3ecbe8.jpg
26,(농할) [26년산 햅쌀] 푸드앤픽 백미 10kg 맛있는쌀,,39900,34900,13,2114,2114,35,,0,0,https://store.kakao.com/foodandpick/products/769347372?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260818132609_13bc8356e0b144d8bdac218c6567d79b.jpg
27,(농할) 국내산 26년 햇 수확 나주 원황배 5kg,,32900,19800,40,2192,2192,263,,0,0,https://store.kakao.com/jangbonam/products/178824730?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260811174220_5c6e443b3e9a45b495faa059fe53b64e.jpg
28,"(농할) 제주 흑돼지 앞다리살,오겹살,목살, 뒷다리살 (수육용, 구이용, 찌개용)",,49900,9900,80,4250,4250,219,,0,0,https://store.kakao.com/ham00/products/244168776?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260819152225_3baca19a62ed4b92b661756c0ce4240e.jpg
29,정성가득! 한입가득! 쫀득한 쑥두텁떡 30개(총 1.8kg),,49900,12900,74,2049,2049,3491,,0,0,https://store.kakao.com/ham00/products/331279714?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20240117132804_86446791c0c94f1ca361a6a87efcb43e.jpg
30,"동원샘물 무라벨 2L / 500ml / 300ml / 1.1L 생수,음료 기획전",,12000,6500,46,2278,2278,3,,0,0,https://store.kakao.com/dongwonfnb/products/61108195?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260820165216_ccee6398f7ec407a8c8a7e44605e799e.jpg
