rank,product_name,product_id,list_price,sale_price,discount_rate,sales_qty,order_count,review_count,rating,is_sold_out,is_ad,product_url,image_url
11,(농할) 국내산 만생종 자색양파 5kg(상) 농가직송,,8900,6900,22,3561,3561,156,,0,0,https://store.kakao.com/iksanmall/products/748356610?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260604153818_a4d47f296c1843769e39a783f314f36e.jpg
12,(농할) 더프레시 25년 밥맛좋은 새청무 10kg 특등급.,,37900,34500,9,3101,3101,36,,0,0,https://store.kakao.com/thefresh/products/652167707?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20250414151212_9206976526064ef885f65c74023d92f9.jpg
13,(농할) 국내산 1등급 한우 등심 500g / 한우 암소 등심,,39900,34900,13,4845,4845,127,,0,0,https://store.kakao.com/weple/products/761650995?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260714114329_19954584075f49449715af552f68195b.png
14,진하고 고소한 풍미가득! 저온압착 농가네 참기름&들기름,,37900,13900,63,3181,3181,97,,0,0,https://store.kakao.com/ham00/products/762632844?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260713165713_0cb7747ac6c94f1bb89bc4969ee20046.png
15,(농할) 의성 말랑이 황도 복숭아 2kg (8과내) 외,,19900,15900,20,2825,2825,1980,,0,0,https://store.kakao.com/naturemeet/products/65893498?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20250716152759_bdf3cf69f865440e9ff312110f9cc6bd.jpg
16,"[1,000원쿠폰] [20+20] 더 빅토리아 탄산수/탄산음료 500mlx20펫/350mlx24캔 (총2박스/분리배송)",,28900,17900,38,2710,2710,1,,0,0,https://store.kakao.com/wjfood/products/10228414?area=stca,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
17,(농할) 전남 홍무화과 1kg 10-18입 내외,,20900,17900,14,2721,2721,194,,0,0,https://store.kakao.com/eatpisode/products/586634522?area=stca,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
18,(농할) 제주 고당도 하우스감귤 2.5kg 소과,,22900,19500,15,2697,2697,5941,,0,0,https://store.kakao.com/ggeebbbii/products/10691883?area=stca,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
19,"동원샘물 무라벨 2L / 500ml / 300ml / 1.1L 생수,음료 모음",,12000,6500,46,3151,3151,3,,0,0,https://store.kakao.com/dongwonfnb/products/61108195?area=stca,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
20,(농할)제주 단호박 보우짱 특품 2kg(3-7개) / 2개 구매시+1kg 증정 (총 5kg 발송),,9500,8500,11,3455,3455,1823,,0,0,https://store.kakao.com/sgpij/products/404333707?area=stca,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
